nama_pengulas,ulasan,rating,nama_gerai,text_clean,word_count,sentiment,aspek_rasa,sentimen_rasa,aspek_harga,sentimen_harga,aspek_pelayanan,sentimen_pelayanan,aspek_kecepatan,sentimen_kecepatan,aspek_kebersihan,sentimen_kebersihan,aspek_stok,sentimen_stok,aspek_aplikasi,sentimen_aplikasi,rating_num
Mohammad Imam Basrurrohman,"Atmosfernya bikin nyaman buat wfc. sayangnya wifinya sangat buruk, sering di bawah 5 mbps. rasa kopinya enak seperti kopi kenangan lainnya. Ada Musholla cukup maksimal 3 orang, toilet bersih. … Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,atmosfer bikin nyaman wfc sayang wifinya buruk mbps kopi enak kopi kenang musholla maksimal toilet bersih,16,positive,1,negative,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Guru Ahli,"Nyaman
Tarif per orang
Rp 25–50 rb…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nyaman tarif rp rb,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Selviana Astari,"untuk saya yang wfc dan nyari wifi yang internetnya kenceng ini adalah salah satu pilihan buruk saya, WIFINYA LEMOT SEKALI 😡 … Lainnya",2 bintang,KopiKenangan-SetiabudiJakartaSelatan,wfc wifi internetnya kenceng salah pilih buruk wifinya lambat,9,negative,0,None,0,None,0,None,1,negative,1,negative,0,None,0,None,2.0
Aloysia Danni,"overall, kopi memang enak dan secara harga oke. tapi pengalaman saya 2x kesini wifi selalu buruk koneksinya dan herannya tidak diperbaiki sampai kunjungan yang keduapun saya pikir sudah membaik, ternyata semakin buruk wifinya. Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,overall kopi memang enak harga oke alam x kesini wifi buruk koneksi heran baik kunjung dua pikir baik buruk wifinya,20,negative,1,negative,1,negative,1,negative,0,None,0,None,0,None,0,None,1.0
Teuku Yasser,"Tempat nya nyaman dan luas sekali
Jenis makanan
Sarapan…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nya nyaman luas makan sarap,5,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Raymon Sonata,Dari segi tempat ok aku sebagai cinta kopken jujur kadang kesel banget dateng buat WFH tapi wifi nya lelet sekali tolong dong owner atau pun siapa pun itu please jangan bikin customer lain gagal stay karna wifi Lainnya,5 bintang,KopiKenangan-SetiabudiJakartaSelatan,segi ok cinta kopken jujur kadang kesel banget dateng wfh wifi nya lambat owner please bikin customer gagal stay wifi,20,positive,1,negative,0,None,0,None,1,negative,0,None,0,None,0,None,5.0
Avivah Anggreani,"Better cabang bek murad
Makanan: 1…
Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,better cabang bek murad makan,5,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Baby Cya,"Kopi nya enak enak abis tu enak ny pinggir kost, tmpt ny nyaman jga
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,kopi nya enak enak habis tu enak ny pinggir kost ny nyaman makan,13,positive,1,negative,0,None,0,None,0,None,1,positive,1,negative,0,None,5.0
Jefri Gusneidi,"Tempatnya bagus sih, tapi ac nya terlalu dingin
Gw pikir , cuma gw yg kedinginan, tpi hampir merata pengunjung datang pakai jacket",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat bagus sih ac nya dingin pikir dingin hampir rata unjung pakai jacket,13,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Syifa Syifs,"cocok untuk hangout, work from anywhere, banyak kursi
Jenis makanan
Lain…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,cocok hangout work from anywhere kursi makan,7,positive,0,None,0,None,0,None,0,None,1,negative,1,negative,0,None,5.0
Fahrul Rozi,"Perihal rasa, kopi kenangan gak diragukan lagi menurut gue.

Tempatnya oke, akses transum mudah dijangkau. Buka 24 Jam, kamar mandi dan … Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,perihal kopi kenang gak ragu tempat oke akses transum mudah jangkau buka jam kamar mandi,15,positive,1,positive,0,None,0,None,1,negative,1,positive,0,None,0,None,4.0
Muhammad Tahir,"Tempatnya rame selalu
Jenis makanan
Makan siang…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat ramai makan makan siang,5,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Haris Sofyan,"Asli enak bet ini tmpat, foodnya kumplit dan staff2nya semua ramah... Good pertahankan
Makanan:…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,asli enak banget tmpat foodnya kumplit staffnya ramah good tahan makan,11,positive,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Mutiara Andamdewi,"Tempatt nya enak cozy bgtt, walaupun lagi rame minumannya cepett jadinya, barista gesitt. Enak bgt nongkrong disini ✨ Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempatt nya enak cozy bgtt ramai minum cepett barista gesitt enak banget nongkrong sini,14,positive,1,negative,0,None,1,neutral,0,None,1,negative,0,None,0,None,5.0
Fajar likawan,"Tempatnya enak bersih, dan rame bgt
Cuman space antar meja terlalu dekat kalo lagi ful house kursi pada mundur mau jalan sulit, dan gak tau ntah kursi/meja nya yg agak pendek gak nyaman bgt terlalu nunduk beda sama kopken"" yg laen Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat enak bersih ramai banget cuman space meja ful house kursi mundur jalan sulit gak ntah kursimeja nya agak pendek gak nyaman banget nunduk beda kopken laen,27,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Arka,"Tempat OK. Tau sih harganya affordable tapi servicenya juga jangan murahan atau amburadul lah,  customer lagi ada masalah orderan dan belom selesai di solve malah ditinggalin dan ngerjain yang lain tanpa penjelasan apa apa. Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,ok sih harga affordable servicenya murah amburadul customer order selesai solusi ditinggalin ngerjain jelas,14,negative,1,negative,1,negative,0,None,0,None,0,None,0,None,1,negative,1.0
dicichan,"Hectic bgt malming disini, full dan penuh sgt berisik🤣 Tapi tempatnya jujur nyaman banget lohhh, kopken emg gapernah gagal … Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,hectic banget malming sini full penuh berisik tempat jujur nyaman banget lohhh kopken emg gapernah gagal,16,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
3TA04_Adha Febrian,"bagus buat wfc, non smoking area luas, smoking areanya juga luas ada di belakang dan didepan",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,bagus wfc non smoking area luas smoking area luas belakang depan,11,positive,0,None,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
Soemitro Soemit81,"Ok bngt
Makanan: 4
Layanan: …
Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,ok bngt makan layan,4,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,4.0
Trinita Sigalingging,"Pertama kali kesini, kesannya lgsg buruk.
Cust : apa yg ready mba?
Waiter : ya semua ada kak, kec.butterscotch … Lainnya",2 bintang,KopiKenangan-SetiabudiJakartaSelatan,kesini kesan buruk cust ready mbak waiter iya kak kecbutterscotch,10,negative,1,negative,0,None,1,negative,0,None,0,None,1,negative,0,None,2.0
SAMSUL ODE,"Tolong mbak nya yang bertugas hari ini 31 maret 2026 pukul 19.30 jangan judes dan tidak ramah ke pelanggan, kalau capek istirahat. Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,mbak nya tugas maret judes ramah langgan capek istirahat,9,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Ellisya Aprilliani,"Beli kopi kenangan dengan harga bagus lewat app Qpon🙌🙌 …
Jenis makanan
S…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,beli kopi kenang harga bagus app qpon makan s,9,positive,1,negative,1,negative,0,None,0,None,0,None,0,None,0,None,5.0
sarmin cool,"Orang nya ramah ramah
Jenis makanan
Makan malam…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nya ramah ramah makan makan malam,6,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Annisa,"Gimana ya, tempat segede ini, buka 24 jam, dan weekend tapi staff HANYA 1 ORANG. Bayangin 1 orang itu handle kasir, bikinin minuman, angetin makanan, bersihin meja. Minuman dan makanan yang saya order beberapa salah dan lama keluarnya, … Lainnya",2 bintang,KopiKenangan-SetiabudiJakartaSelatan,iya gede buka jam weekend staff bayangin handle kasir bikinin minum angetin makan bersihin meja minum makan order salah keluar,20,negative,0,None,0,None,1,negative,1,negative,1,negative,0,None,1,negative,2.0
Rika priyanti Manik,"Hari ini saya ke kopi kenangan ini, tempat/layoutnya bagus banget. Tapi sayangnya, kasirnya tidak mau membantu saya. Saya tau di dekat meja kasir ada colokan, hp saya lobet, saya butuh wifi karna mau meeting. Tapi mas nya ga mau bantu saya nyolok dekat meja kasir. Pertama kali kesini, first impression saya dgn layanan nya uda jelek Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,kopi kenang tempatlayoutnya bagus banget sayang kasir meja kasir colok hp lobet butuh wifi meeting mas nya ga bantu nyolok meja kasir kesini first impression layan nya uda jelek,29,negative,1,negative,0,None,1,negative,0,None,1,negative,0,None,0,None,1.0
Firman Dwi Saputra,"Tempatnya asikkk
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat asikkk makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
vtree alya's,"Tempat nyaman dan luas, terdapat mushola  toilet, area merokok dan di sini juga free wifi.
Makanan:…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nyaman luas mushola toilet area rokok free wifi makan,9,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Yasaaro Halawa,"Wow, keren abisssss….

Tempatnya luas, bingung mau duduk dimana, banyak pilihan tempat duduknya. … Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,wow keren abisssss tempat luas bingung duduk pilih duduk,9,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Daffa Gautama,"MAU SAYA KASIH BINTANG 5 KRN TEMPATNYA SUPER NYAMAN, TAPI TOLONG MUTER LAGUNYA JGN KERAS2 INI COFFEE SHOP BUKAN DISKOTIK, APALAGI LAGUNYA JUSTIN BIEBER, GANGGU BGT! (maaf ya beliebers)",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,kasih bintang tempat super nyaman muter lagu keras coffee shop diskotik lagu justin bieber ganggu banget maaf iya beliebers,19,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Muhammad Farhan,"tempat nyaman, cocok buat wfh
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nyaman cocok wfh makan,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Muhammad Fachri,"rekomendasi banget tempat nya bersih,nyaman pelayanan juga baik cocok banget buat nugas atau sekedar ngopi Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,rekomendasi banget nya bersihnyaman layan cocok banget nugas ngopi,9,positive,0,None,0,None,1,positive,0,None,1,positive,0,None,0,None,5.0
Hari,"SEMUANYA SEMPURNA. PASTI TEMPAT FAVORIT BARU SAYA UNTUK WFC.

Mereka punya mushalla yang layak, toilet, dan juga banyak tempat duduk dengan … Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,sempurna favorit wfc mushalla layak toilet duduk,7,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Fadil,"Besar dan lebar
Waktu terbaik untuk kopi pagi
Kalo siang rame bingits oh 1 lg mushola nya ready
Makanan:…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,lebar baik kopi pagi siang ramai bingits mushola nya ready makan,11,positive,1,negative,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
Bella Jollie,Barista bernama Rafli adalah barista terburuk yang pernah saya temui di toko ini. Dulu saya hampir setiap hari mengunjungi tempat ini untuk sekadar membeli kopi. Saya tidak akan kembali lagi 👎🏻👎🏻👎🏻 … Lainnya,1 bintang,KopiKenangan-SetiabudiJakartaSelatan,barista nama rafli barista buruk temu toko hampir unjung beli kopi,11,negative,1,negative,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Amabyle Kezia Eleonora,"Tempat ini menurutku 10/10! Tempatnya super nyaman, WiFi stabil, pelayanannya luar biasa. Tapi playlist-nya??? Sempurna! Suasananya sempurna. Akan datang lagi secepatnya. Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,turut tempat super nyaman wifi stabil layan playlistnya sempurna suasana sempurna cepat,12,positive,0,None,0,None,1,negative,1,negative,1,negative,0,None,0,None,5.0
Ectri Rinsula,"Tempatnya nyaman dan hangat, sempurna untuk bekerja dari rumah atau nongkrong bersama teman. Mereka juga menawarkan pilihan seduh manual, yang sangat cocok untuk pecinta kopi yang lebih menyukai rasa yang lebih bersih dan ringan. Pajangan … Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat nyaman hangat sempurna rumah nongkrong teman tawar pilih seduh manual cocok cinta kopi suka bersih ringan pajang,18,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Maulida Widya,Apa logika di balik penempatan area rokok elektrik di dalam zona bebas rokok?,2 bintang,KopiKenangan-SetiabudiJakartaSelatan,logika tempat area rokok elektrik dalam zona bebas rokok,9,negative,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,2.0
Fikra anggara,"Tempat yang bagus! Dalam dan luar ruangan
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,bagus dalam ruang makan,4,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Victoria Donda,"Sangat nyaman, aku menyukainya!
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,nyaman suka makan,3,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Komang Ayu Ratih,"Tempat yang bagus untuk WFC.
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,bagus wfc pesan makan,4,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Roderick Kangson,"Tempat ini memiliki suasana yang cocok untuk bekerja dari rumah/belajar, tetapi wifi-nya sangat lambat sehingga terkadang saya harus menggunakan data seluler saya sendiri. Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,milik suasana cocok rumahbelajar wifinya lambat terkadang guna data seluler,10,positive,0,None,0,None,0,None,1,negative,1,negative,0,None,0,None,5.0
Hayfaza Nayottama,"Cocok untuk WFA (Wildlife Africa). Namun terkadang terlalu ramai, dan tidak semua tempat dekat dengan aliran listrik.",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,cocok wfa wildlife africa terkadang ramai alir listrik,8,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,4.0
Dyah Nuraini,"👍👍👍👍👍 …
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,makan layan,2,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
OMR AL-ABBASI,"Buka 24/7
Selalu ramai
Jenis makanan
Sarapan…
Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,buka ramai makan sarap,4,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,4.0
Annisa Nastiti,"Tempat yang luas dengan banyak pilihan tempat duduk dan banyak colokan listrik, cocok untuk bekerja berjam-jam. Suasananya nyaman, tidak terlalu berisik di luar jam makan siang, tidak ada antrian panjang. Mereka juga memiliki 2 kios … Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,luas pilih duduk colok listrik cocok berjamjam suasana nyaman berisik jam makan siang antri milik kios,16,positive,0,None,0,None,0,None,1,negative,1,negative,0,None,0,None,4.0
Tri Budiarto,"Tempatnya luas dan sangat nyaman untuk bekerja dari kafe. Tersedia banyak colokan listrik, dan area parkirnya juga cukup besar. Namun, kebersihan perlu ditingkatkan—terkadang sampah dibiarkan berserakan dan tidak segera dibersihkan, sehingga saya sesekali harus merapikan meja sendiri. Lainnya",4 bintang,KopiKenangan-SetiabudiJakartaSelatan,tempat luas nyaman kafe sedia colok listrik area parkir bersih ditingkatkanterkadang sampah biar sera bersih rapi meja,17,positive,0,None,0,None,0,None,0,None,1,negative,1,positive,0,None,4.0
Asyila Muthi'ah Syamsuri,"Suasana terbaik!
Jenis makanan
Sarapan siang",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,suasana baik makan sarap siang,5,positive,0,None,0,None,1,positive,0,None,1,positive,0,None,0,None,5.0
Husin Gaper,"Kerumunannya stabil.
Jenis makanan
Lainnya…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,kerumun stabil makan,3,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Abdul Agung Wijaya,"Rame banget akhir pekan tengah malam
Jenis makanan
Lainnya…
Lainnya",5 bintang,KopiKenangan-SetiabudiJakartaSelatan,ramai banget malam makan,4,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Slice through words,"Izinn... markas besar nabi Luth
Makanan: 1…
Lainnya",1 bintang,KopiKenangan-SetiabudiJakartaSelatan,izinn markas nabi luth makan,5,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1.0
Mona A. Yuwono,Aduduuuh... Seneng banget sama Kopi Kenangan di sini. Menu dan merchandise-nya lengkap! … Lainnya,5 bintang,KopiKenangan-UrbanHubPalmerah,aduduuuh neng banget kopi kenang menu merchandisenya lengkap,8,positive,1,positive,0,None,0,None,0,None,0,None,1,negative,0,None,5.0
Bee Yummy,"Good place.
Tempatnya besar, cocok buat wfc karena banyak colokan+wifi. Pelayanan oke, kamar mandi bersih, ada musholla untuk sholat juga. … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,good place tempat cocok wfc colokanwifi layan oke kamar mandi bersih musholla sholat,13,positive,0,None,0,None,1,positive,0,None,1,negative,0,None,0,None,5.0
Rizki Handayani,"Ini baru dan buka 24jam.. parkiran luas, untuk saat ini belum berbayar parkirnya.. ada outdoor dan indoor yg banyak kapasitasnya.. tersedia musholla dan toilet.. ga bising dan hiruk pikuk buat wfc, paling sesekali terdengar suara kereta aja karena di pinggir rel, tp ga ganggu.. Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,buka jam parkir luas bayar parkir outdoor indoor kapasitas sedia musholla toilet ga bising hiruk pikuk wfc dengar suara kereta pinggir rel ga ganggu,24,positive,0,None,0,None,0,None,1,negative,1,positive,1,negative,0,None,5.0
Aisyah Sekar Ayu Maharani,"Deket sama transum, banyak kursi. Bisa buat wfc. Dan 24 jam juga, sukaaa 🫶🏻  semoga kualitasnya ditingkatkan yaahh … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,deket transum kursi wfc jam sukaaa moga kualitas tingkat yaahh,10,positive,1,negative,0,None,0,None,1,neutral,1,negative,0,None,0,None,5.0
TriY,"Tempat enak untuk WFC, ramai tapi masih ada space. Banyak yg kerja saat kesini Kamis saat waktu ashar, yg ruang dalam lebih kecil. Toilet 1 aja untuk pengunjung. Ada musola Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,enak wfc ramai space kerja kesini kamis ashar dalam kecil toilet unjung musola,13,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
Halim Fahmana,"Parkir motor lega, gratis, outdoor/ indoor ada stopkontak, livemusic kalo weekend, musola ada, toilet ada bersih, cermin ada, free wifi Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,parkir motor lega gratis outdoor indoor stopkontak livemusic weekend musola toilet bersih cermin free wifi,15,positive,0,None,0,None,0,None,0,None,1,negative,1,negative,0,None,5.0
Tubagus Herry,"Tempat yang nyaman dan aman dan fasilitas charger yang banyak tidak perlu ngantri lagi.keren sih
Tari…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nyaman aman fasilitas charger antri lagikeren sih tari,8,positive,0,None,0,None,0,None,1,negative,1,negative,0,None,0,None,5.0
Akbar Berno,"Kesini karena dekat dengan kantor, buka 24 jam jadi buat yang mau ngopi malam-malam ada solusinya hahaha tempatnya luas dan kopinya oke. Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kesini kantor buka jam ngopi malammalam solusi hahaha tempat luas kopi oke,12,positive,1,negative,0,None,0,None,1,negative,1,negative,0,None,0,None,5.0
Fina Oktafianingsih,"Tempatnya sudah bagus dan nyaman, dengan area parkir yang luas untuk mobil dan motor. Tersedia banyak colokan listrik, dan kamar mandinya cukup nyaman. … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat bagus nyaman area parkir luas mobil motor sedia colok listrik kamar mandi nyaman,14,positive,0,None,0,None,0,None,0,None,1,negative,1,positive,0,None,5.0
Gula Gula Manis,"Tempat charge nya bagus, fast charging... Mungkin di tambahin kanopi kali ya, biar tidak terjemur banget... Kalau siang nge-charge udah kaya udang jemur... Tidak ada tempat berteduh untuk nunggu... Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,charge nya bagus fast charging mungkin tambahin kanopi iya biar jemur banget siang ngecharge kaya udang jemur teduh nunggu,19,positive,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,5.0
Krisanto Purnawan,Salah satu kedai kopken 24 jam dan ada di kantor Kompas Gramedia. Enak buat ngobrol2 sebentar tp memang suasana cenderung ramai dan berisik klo pas ketemu anak2 muda. … Lainnya,5 bintang,KopiKenangan-UrbanHubPalmerah,salah kedai kopken jam kantor kompas gramedia enak ngobrol sebentar memang suasana cenderung ramai berisik pas ketemu anak muda,19,positive,1,negative,1,negative,0,None,1,negative,1,negative,0,None,0,None,5.0
Ahmad Rifani,"Kopi Kenangan di Urban Hub Palmerah menjadi salah satu spot ngopi yang sangat strategis di kawasan Jakarta Barat, khususnya bagi kamu yang sering melintasi Jalan Tentara Pelajar. Berada persis di pinggir jalan besar di sebelah area kantor … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,kopi kenang urban hub palmerah salah spot ngopi strategis kawasan jakarta barat lintas jalan tentara ajar persis pinggir jalan belah area kantor,22,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
GalaPos ID,"Tempat nya asik buat wfh, setiap mlm kesini karyawannya baik dan ramah terutama mas idlan dan Arya duo maut midnight ketemu mlu setiap hari. Semoga selalu konsisten Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,nya asik wfh mlm kesini karyawannya ramah mas idlan arya duo maut midnight ketemu mlu moga konsisten,17,positive,1,positive,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
Rifa Rayhana,"Staff nya setiap saya kesini, dan mau pesen dikasir selalu bilang sebentar tapi dibiarkan berdiri selama 10 menit dan fokus bikin pesenan .padahal ada 2 staff, seengganya kalo masih sibuk bisa bilang “duduk dulu ka soalnya kita masih agak lama” jangan malah bilang sebentar tautau dibiarkan berdiri didepan kasir selama 10 menit Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,staff nya kesini sen kasir bilang sebentar biar diri menit fokus bikin pesan staff seengganya sibuk bilang duduk kakak agak bilang sebentar tautau biar diri depan kasir menit,28,positive,1,negative,0,None,1,negative,1,negative,0,None,0,None,1,negative,4.0
Huda Revian,"Bingung ya,istirahat disini bisa berkali² (outlet 24jam)
Jwbnya ""kpn saya istirahatnya?"" (outlet sepi² aja)lowong juga bangku² .mau pesan sampe KY org minta² ... … Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,bingung yaistirahat sini kali outlet jam jwbnya istirahat outlet sepi ajalowong bangku pesan org,14,negative,1,negative,0,None,0,None,1,negative,0,None,1,negative,1,negative,1.0
dahlia wati,Saya baru pertama x beli disini tgl 10 jan 2026 jam 5 sore...maaf matchanya tidak seperti di kopi kenangan yg lain nii...beda sekali rasanya dan menggumpal jg...kenapa yaa bisa begitu?,1 bintang,KopiKenangan-UrbanHubPalmerah,x beli sini tanggal jan jam soremaaf matchanya kopi kenang niibeda gumpal jgkenapa yaa,14,negative,1,negative,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
Adolf Runturambi,"Tempat ngopi dan meeting bisnis yang mumpuni di seputar palmerah... kopinya sudah tidak diragukan lagi, servisnya oke dan tempatnya mudah dijangkau di jl pejompongan kompas gramedia...recommended tempat ngopi... Lainnya",4 bintang,KopiKenangan-UrbanHubPalmerah,ngopi meeting bisnis mumpuni putar palmerah kopi ragu servis oke tempat mudah jangkau jl pejompongan kompas gramediarecommended ngopi,18,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Kay kay,"tempatnya cukup nyaman, tadinya aku duduk diluar dekat tanaman tapi agak bau tokai kucing karna ada beberapa kucing liar, terus akhirnya coba pindah kedalem lumayan lebih nyaman berasa adem juga. namun, setelah selesai dari sana sampai … Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat nyaman duduk luar tanam agak bau tai kucing kucing liar coba pindah dalem lumayan nyaman asa adem selesai,19,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,5.0
sean,tempatny pw bgt tapi males bgt harus beresin sampah org mulu🤗🤗🤥🤥 do something for it pls apalagi meja yg kaya persmanan susah bgt lewat. … Lainnya,4 bintang,KopiKenangan-UrbanHubPalmerah,tempatny posisi nyaman banget males banget beres sampah org melulu do something for it pls meja kaya persmanan susah banget,20,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
devyta herawati,"Tgl 22 nov 2025 jam 20.00, pelayanannya buruk bngt, baru pertama kli kesini langsung kecewaa, baristanya judes semua, ngelayaninnya gda senyum&say thankyou, jangan kesini guys, niat nongkrong biar ga stress malah dibikin bt sama baristanya. Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,tanggal nov jam layan buruk bngt kli kesini kecewaa baristanya judes ngelayaninnya gda senyumsay thankyou kesini teman niat nongkrong biar ga stress bikin baristanya,24,negative,1,negative,0,None,1,negative,1,neutral,0,None,0,None,0,None,1.0
Risma Aulia,"cuma satu lantai tapi luas bgt.

poin plus lg karena parkirnya gratis dan buka 24 jam!!
Tarif per ora…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,lantai luas banget poin plus parkir gratis buka jam tarif ora,11,positive,0,None,0,None,0,None,1,positive,1,positive,0,None,0,None,5.0
fwz rzqllh,"kasir ngelayanin kek org ngjk ribut , hari rabu 12 nov 2025 , jam 23.20 , kalo ga seneng suruh email saya. cari orngnya kasih SP 1 Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,kasir ngelayanin org ngjk ribut rabu nov jam ga neng suruh email cari orngnya kasih sp,16,negative,0,None,0,None,1,negative,1,neutral,0,None,0,None,0,None,1.0
Vinny Anugraha,"Tempatnya luas, tersedia musholla dan buka 24 jam.
Tarif per orang
Rp 1–…
Lainnya",5 bintang,KopiKenangan-UrbanHubPalmerah,tempat luas sedia musholla buka jam tarif rp,8,positive,0,None,0,None,0,None,1,positive,1,positive,1,positive,0,None,5.0
Amir Hafizh,"Shift malam rame tapi cuma 2 orang, 30 menit lebih buat oatside mantan. management benerin lagi schedulingnya Lainnya",1 bintang,KopiKenangan-UrbanHubPalmerah,shift malam ramai menit oatside management benerin schedulingnya,8,negative,0,None,0,None,0,None,1,negative,0,None,0,None,0,None,1.0
